Movie,"Release
Date",Theatrical Distributor,MPAA/Rating,Gross,Tickets Sold,Genre
Untraceable,25-Jan-08,Sony Pictures,R,"$28,687,835 ","3,995,520",Thriller/Suspense
Over Her Dead Body,1-Feb-08,New Line,PG-13,"$7,570,127 ","1,054,335",Comedy
Strange Wilderness,1-Feb-08,Paramount Vantage,R,"$6,575,282 ","915,777",Comedy
Les Témoins,1-Feb-08,Strand,Not Rated,"$77,300 ","10,766",Drama
Tre,1-Feb-08,Cinema Libre,Not Rated,"$4,759 ",662,Drama
Shrooms,1-Feb-08,Magnolia Pictures,Not Rated,"$2,863 ",398,Horror
Shrooms,1-Feb-08,Magnolia Pictures,Not Rated,"$2,863 ",398,Horror
Shrooms,1-Feb-08,Magnolia Pictures,Not Rated,"$2,863 ",398,Horror
The Eye,1-Feb-08,Lionsgate,PG-13,"$31,418,697 ","4,375,863",Thriller/Suspense
How to Rob a Bank,6-Feb-08,IFC Films,Not Rated,$711 ,99,Comedy
One Piece: Episode of Alaba…,7-Feb-08,The Bigger Picture,Not Rated,"$6,587 ",917,Adventure
Fool's Gold,8-Feb-08,Warner Bros.,PG-13,"$70,231,041 ","9,781,482",Adventure
Welcome Home Roscoe Jenkins,8-Feb-08,Universal,PG-13,"$42,436,517 ","5,910,378",Comedy
Bikur Ha-Tizmoret,8-Feb-08,Sony Pictures Cla…,PG-13,"$3,053,823 ","425,323",Comedy
Bab'Aziz - The Prince Who C…,8-Feb-08,Typecast Releasing,Not Rated,"$89,672 ","12,489",Drama
Vexille,14-Feb-08,The Bigger Picture,Not Rated,"$4,070 ",566,Action
Jumper,14-Feb-08,20th Century Fox,PG-13,"$80,172,128 ","11,166,035",Adventure
The Spiderwick Chronicles,14-Feb-08,Paramount Pictures,PG,"$71,195,053 ","9,915,746",Adventure
Step Up 2 the Streets,14-Feb-08,Walt Disney,PG-13,"$58,017,783 ","8,080,471",Drama
Jodhaa Akbar,14-Feb-08,UTV Communications,Not Rated,"$3,444,629 ","479,753",Drama
O Ano em Que Meus Pais Saír…,15-Feb-08,City Lights Pictures,PG,"$807,117 ","112,411",Drama
Tout est Parfait,15-Feb-08,Alliance Films,Not Rated,"$336,569 ","46,875",Drama
"Me & You, Us, Forever",15-Feb-08,Five & Two Pictures,Not Rated,"$84,093 ","11,712",Drama
Diary of the Dead,15-Feb-08,Weinstein Co.,R,"$952,620 ","132,676",Horror
Diary of the Dead,15-Feb-08,Weinstein Co.,R,"$952,620 ","132,676",Horror
Diary of the Dead,15-Feb-08,Weinstein Co.,R,"$952,620 ","132,676",Horror
Genghis Khan: To the Ends o…,21-Feb-08,The Bigger Picture,R,"$3,892 ",542,Drama
Be Kind Rewind,22-Feb-08,New Line,PG-13,"$11,175,164 ","1,556,430",Comedy
Witless Protection,22-Feb-08,Lionsgate,PG-13,"$4,151,836 ","578,250",Comedy
Charlie Bartlett,22-Feb-08,MGM,R,"$3,950,294 ","550,180",Comedy
Die Fälscher,22-Feb-08,Sony Pictures Cla…,R,"$5,488,570 ","764,425",Drama
La Rivière aux Castors,22-Feb-08,Alliance Films,Not Rated,"$360,886 ","50,262",Drama
Ne touchez pas la hache,22-Feb-08,IFC Films,Not Rated,"$278,601 ","38,802",Drama
The Signal,22-Feb-08,Magnolia Pictures,R,"$251,150 ","34,979",Horror
The Signal,22-Feb-08,Magnolia Pictures,R,"$251,150 ","34,979",Horror
The Signal,22-Feb-08,Magnolia Pictures,R,"$251,150 ","34,979",Horror
Vantage Point,22-Feb-08,Sony Pictures,PG-13,"$72,266,306 ","10,064,945",Thriller/Suspense
Cover,22-Feb-08,Reel Diva Consult…,PG-13,"$79,436 ","11,063",Thriller/Suspense
J'entends plus la guitare,25-Feb-08,The Film Desk,Not Rated,"$12,616 ","1,757",Drama
J'entends plus la guitare,25-Feb-08,The Film Desk,Not Rated,$260 ,34,Drama
Chop Shop,27-Feb-08,Noruz Films,Not Rated,"$123,731 ","17,232",Drama
Semi-Pro,29-Feb-08,New Line,R,"$33,479,698 ","4,662,911",Comedy
The Other Boleyn Girl,29-Feb-08,Sony Pictures,PG-13,"$26,814,957 ","3,734,673",Drama
Penelope,29-Feb-08,Summit Entertainment,PG,"$10,011,996 ","1,394,428",Drama
Bonneville,29-Feb-08,Senart/Scranton-Lacy,PG,"$488,393 ","68,021",Drama
Cidade dos Homens,29-Feb-08,Miramax,R,"$307,076 ","42,768",Drama
Contre-Enquete,29-Feb-08,,Not Rated,"$11,846 ","1,649",Drama
"Romulus, My Father",29-Feb-08,Magnolia Pictures,R,"$4,283 ",596,Drama
Vivere,29-Feb-08,Regent Releasing,R,"$3,547 ",494,Drama
"10,000 B.C.",7-Mar-08,Warner Bros.,PG-13,"$94,784,201 ","13,201,142",Adventure
College Road Trip,7-Mar-08,Walt Disney,G,"$45,610,425 ","6,352,427",Adventure
長江七號 (CJ7),7-Mar-08,Sony Pictures Cla…,PG,"$206,678 ","28,785",Adventure
Miss Pettigrew Lives for a Day,7-Mar-08,Focus Features,PG-13,"$12,313,694 ","1,714,999",Comedy
Married Life,7-Mar-08,Sony Pictures Cla…,PG-13,"$1,506,998 ","209,888",Drama
Paranoid Park,7-Mar-08,IFC Films,R,"$486,021 ","67,690",Drama
La Ligne Brisée,7-Mar-08,,Not Rated,"$466,309 ","64,945",Drama
Snow Angels,7-Mar-08,Warner Independent,R,"$402,858 ","56,108",Drama
The Bank Job,7-Mar-08,Lionsgate,R,"$30,060,660 ","4,186,721",Thriller/Suspense
Last Stop for Paul,8-Mar-08,Mandt Brothers,PG-13,"$11,340 ","1,579",Comedy
Mang Shan,12-Mar-08,Kino International,Not Rated,"$13,164 ","1,833",Drama
Never Back Down,14-Mar-08,Summit Entertainment,PG-13,"$24,850,922 ","3,461,131",Action
Doomsday,14-Mar-08,Universal,R,"$11,008,770 ","1,533,255",Action
Flash Point,14-Mar-08,Third Rail,R,"$3,271 ",455,Action
Horton Hears a Who,14-Mar-08,20th Century Fox,G,"$154,529,439 ","21,522,206",Adventure
Chaos Theory,14-Mar-08,Warner Bros.,PG-13,"$240,476 ","33,492",Comedy
Sleepwalking,14-Mar-08,Overture Films,R,"$168,972 ","23,533",Drama
On Broadway,14-Mar-08,Picture Park,Not Rated,"$23,095 ","3,216",Drama
Maldeamores,14-Mar-08,Maya Releasing,R,"$22,000 ","3,064",Drama
Funny Games,14-Mar-08,Warner Independent,R,"$1,294,640 ","180,311",Thriller/Suspense
La Question Humaine,14-Mar-08,New Yorker,Not Rated,"$5,500 ",766,Thriller/Suspense
La misma luna,19-Mar-08,Weinstein Co.,PG-13,"$12,590,147 ","1,753,502",Drama
Race,21-Mar-08,UTV Communications,PG-13,"$1,367,024 ","190,393",Action
Meet the Browns,21-Mar-08,Lionsgate,PG-13,"$41,975,388 ","5,846,154",Comedy
Drillbit Taylor,21-Mar-08,Paramount Pictures,PG-13,"$32,862,104 ","4,576,895",Comedy
The Hammer,21-Mar-08,Hammer the Movie,R,"$442,638 ","61,648",Comedy
The Grand,21-Mar-08,Anchor Bay Entert…,R,"$115,879 ","16,139",Comedy
Shelter,21-Mar-08,Regent Releasing,R,"$142,666 ","19,869",Drama
Irina Palm,21-Mar-08,Strand,R,"$44,064 ","6,137",Drama
Shutter,21-Mar-08,20th Century Fox,PG-13,"$25,928,550 ","3,611,219",Horror
Shutter,21-Mar-08,20th Century Fox,PG-13,"$25,928,550 ","3,611,219",Horror
Shutter,21-Mar-08,20th Century Fox,PG-13,"$25,928,550 ","3,611,219",Horror
Boarding Gate,21-Mar-08,Magnet Pictures,R,"$50,440 ","7,025",Thriller/Suspense
Superhero Movie,28-Mar-08,MGM,PG-13,"$25,874,034 ","3,603,626",Comedy
"Run, Fatboy, Run",28-Mar-08,Picturehouse,PG-13,"$6,003,262 ","836,109",Comedy
Hors de Prix,28-Mar-08,Samuel Goldwyn Films,PG-13,"$2,164,670 ","301,486",Comedy
One Two Three,28-Mar-08,Eros Entertainment,Not Rated,"$246,724 ","34,362",Comedy
Stop-Loss,28-Mar-08,Paramount Pictures,R,"$10,915,744 ","1,520,299",Drama
Flawless,28-Mar-08,Magnolia Pictures,PG-13,"$1,200,234 ","167,163",Drama
Mio Fratello è Figlio Unico,28-Mar-08,ThinkFilm,R,"$255,620 ","35,601",Drama
Alexandra,28-Mar-08,Cinema Guild,Not Rated,"$124,085 ","17,282",Drama
Chapter 27,28-Mar-08,Vitagraph Films,R,"$56,215 ","7,829",Drama
Backseat,28-Mar-08,Truly Indie,Not Rated,"$12,343 ","1,719",Drama
Alexandra,28-Mar-08,Cinema Guild,Not Rated,"$4,137 ",551,Drama
American Zombie,28-Mar-08,Cinema Libre,Not Rated,"$3,126 ",435,Horror
American Zombie,28-Mar-08,Cinema Libre,Not Rated,"$3,126 ",435,Horror
American Zombie,28-Mar-08,Cinema Libre,Not Rated,"$3,126 ",435,Horror
21,28-Mar-08,Sony Pictures,PG-13,"$81,159,365 ","11,303,532",Thriller/Suspense
Le voyage du ballon rouge,2-Apr-08,IFC Films,Not Rated,"$459,364 ","63,978",Drama
Nim's Island,4-Apr-08,20th Century Fox,PG,"$48,006,762 ","6,686,179",Adventure
A Four Letter Word,4-Apr-08,Embrem Entertainment,Not Rated,"$72,349 ","10,076",Comedy
Meet Bill,4-Apr-08,First Look,R,"$59,108 ","8,232",Comedy
Sex and Death 101,4-Apr-08,Anchor Bay Entert…,R,"$23,563 ","3,281",Comedy
My Blueberry Nights,4-Apr-08,Weinstein Co.,PG-13,"$866,778 ","120,721",Drama
Jellyfish,4-Apr-08,Zeitgeist,Not Rated,"$341,221 ","47,523",Drama
Tuyade Hunshi,4-Apr-08,Music Box Films,Not Rated,"$88,148 ","12,276",Drama
Naissance des pieuvres,4-Apr-08,Koch Lorber Films,Not Rated,"$77,310 ","10,767",Drama
The Ruins,4-Apr-08,Paramount Pictures,R,"$17,432,844 ","2,427,973",Horror
The Ruins,4-Apr-08,Paramount Pictures,R,"$17,432,844 ","2,427,973",Horror
The Ruins,4-Apr-08,Paramount Pictures,R,"$17,432,844 ","2,427,973",Horror
The Visitor,11-Apr-08,Overture Films,PG-13,"$9,427,026 ","1,312,956",Comedy
Krazzy 4,11-Apr-08,Eros Entertainment,Not Rated,"$487,215 ","67,857",Comedy
L'auberge rouge,11-Apr-08,,Not Rated,"$50,304 ","7,006",Comedy
U Me Aur Hum,11-Apr-08,Eros Entertainment,Not Rated,"$1,028,191 ","143,202",Drama
Emma Smith: My Story,11-Apr-08,Candlelight Media,PG,"$872,427 ","121,507",Drama
Dark Matter,11-Apr-08,First Independent…,R,"$30,591 ","4,260",Drama
Never Forever,11-Apr-08,Arts Alliance Ame…,R,"$14,485 ","2,017",Drama
Prom Night,11-Apr-08,Sony Pictures,PG-13,"$43,869,350 ","6,109,937",Horror
Prom Night,11-Apr-08,Sony Pictures,PG-13,"$43,869,350 ","6,109,937",Horror
Prom Night,11-Apr-08,Sony Pictures,PG-13,"$43,869,350 ","6,109,937",Horror
Street Kings,11-Apr-08,Fox Searchlight,R,"$26,418,667 ","3,679,480",Thriller/Suspense
Anamorph,16-Apr-08,IFC Films,R,"$6,873 ",957,Thriller/Suspense
The Forbidden Kingdom,18-Apr-08,Lionsgate,PG-13,"$52,075,270 ","7,252,823",Action
Dans une galaxie pres de ch…,18-Apr-08,,Not Rated,"$1,883,999 ","262,395",Comedy
Life Before Her Eyes,18-Apr-08,Magnolia Pictures,R,"$303,439 ","42,261",Drama
88 Minutes,18-Apr-08,Sony Pictures,R,"$16,930,884 ","2,358,061",Thriller/Suspense
Pathology,18-Apr-08,MGM,R,"$109,045 ","15,187",Thriller/Suspense
Tashan,25-Apr-08,Yash Raj Films,Not Rated,"$457,380 ","63,701",Action
A Plumm Summer,25-Apr-08,Freestyle Releasing,PG,"$60,668 ","8,449",Adventure
Baby Mama,25-Apr-08,Universal,PG-13,"$60,494,212 ","8,425,378",Comedy
Harold & Kumar Escape from …,25-Apr-08,Warner Bros.,R,"$38,108,728 ","5,307,622",Comedy
Roman de Gare,25-Apr-08,Samuel Goldwyn Films,R,"$1,852,764 ","258,045",Drama
Deal,25-Apr-08,MGM,PG-13,"$61,626 ","8,583",Drama
Rogue,25-Apr-08,Weinstein Co.,R,"$10,452 ","1,455",Horror
Rogue,25-Apr-08,Weinstein Co.,R,"$10,452 ","1,455",Horror
Rogue,25-Apr-08,Weinstein Co.,R,"$10,452 ","1,455",Horror
Deception,25-Apr-08,20th Century Fox,R,"$4,598,506 ","640,460",Thriller/Suspense
The Cry,25-Apr-08,Monterey Media,R,"$21,427 ","2,984",Thriller/Suspense
Redbelt,2-May-08,Sony Pictures Cla…,R,"$2,344,847 ","326,580",Action
Iron Man,2-May-08,Paramount Pictures,PG-13,"$318,412,101 ","44,347,089",Adventure
Iron Man,2-May-08,Paramount Pictures,PG-13,"$192,025 ","24,338",Adventure
Son of Rambow: A Home Movie,2-May-08,Paramount Vantage,PG-13,"$1,785,505 ","248,678",Comedy
Mister Lonely,2-May-08,IFC Films,Not Rated,"$165,831 ","23,096",Comedy
Så som i himmelen,2-May-08,,Not Rated,"$10,236 ","1,425",Comedy
Viva,2-May-08,Vagrant Films,R,"$7,197 ","1,002",Comedy
Fugitive Pieces,2-May-08,Samuel Goldwyn Films,R,"$634,379 ","88,353",Drama
Maman est chez le coiffeur,2-May-08,,Not Rated,"$552,984 ","77,017",Drama
XXY,2-May-08,Film Movement,Not Rated,"$46,011 ","6,408",Drama
Speed Racer,9-May-08,Warner Bros.,PG,"$43,945,766 ","6,120,580",Action
"OSS 117: Le Caire, nid d'es…",9-May-08,Music Box Films,Not Rated,"$303,328 ","42,246",Action
Poultrygeist: Night of the …,9-May-08,Troma Entertainment,Not Rated,"$13,804 ","1,922",Comedy
The Fall,9-May-08,Roadside Attractions,R,"$2,280,348 ","317,597",Drama
Before the Rains,9-May-08,Roadside Attractions,PG-13,"$1,037,128 ","144,446",Drama
Bhoothnath,9-May-08,Eros Entertainment,Not Rated,"$449,776 ","62,642",Drama
The Babysitters,9-May-08,Peace Arch Releasing,R,"$44,852 ","6,246",Drama
Vice,9-May-08,41 Inc.,R,"$12,000 ","1,671",Drama
Turn the River,9-May-08,Screen Media Films,R,"$2,900 ",403,Drama
Frontière(s),9-May-08,After Dark,NC-17,"$9,913 ","1,380",Horror
Edgar Allan Poe's House of …,9-May-08,Regent Releasing,R,"$1,677 ",233,Horror
Fronti�re(s),9-May-08,After Dark,NC-17,"$9,913 ","1,380",Horror
Edgar Allan Poe's House of �,9-May-08,Regent Releasing,R,"$1,677 ",233,Horror
Fronti�re(s),9-May-08,After Dark,NC-17,"$9,913 ","1,380",Horror
Edgar Allan Poe's House of �,9-May-08,Regent Releasing,R,"$1,677 ",233,Horror
Padre Nuestro,14-May-08,IFC Films,Not Rated,"$54,166 ","7,544",Drama
The Chronicles of Narnia: P…,16-May-08,Walt Disney,PG,"$141,621,490 ","19,724,441",Adventure
Reprise,16-May-08,Miramax,R,"$554,826 ","77,273",Drama
Hofshat Kaits,16-May-08,Kino International,Not Rated,"$203,304 ","28,315",Drama
Jannat,16-May-08,Shemaroo Entertai…,Not Rated,"$30,316 ","4,222",Drama
Yella,16-May-08,Cinema Guild,Not Rated,"$30,309 ","4,221",Drama
It's a Free World...,16-May-08,IFC Films,Not Rated,"$6,389 ",889,Drama
Le piège américain,16-May-08,,Not Rated,"$407,447 ","56,747",Thriller/Suspense
Auf der anderen Seite,21-May-08,Strand,Not Rated,"$742,349 ","103,391",Drama
Indiana Jones and the Kingd…,22-May-08,Paramount Pictures,PG-13,"$317,101,119 ","44,164,501",Adventure
The Children of Huang Shi,23-May-08,Sony Pictures Cla…,R,"$1,031,872 ","143,714",Drama
Insidious,23-May-08,Romantic Troubado…,Not Rated,"$5,508 ",767,Thriller/Suspense
Savage Grace,28-May-08,IFC Films,Not Rated,"$434,417 ","60,503",Drama
Sex and the City,30-May-08,Warner Bros.,R,"$152,647,258 ","21,260,064",Comedy
The Foot Fist Way,30-May-08,Paramount Vantage,R,"$234,286 ","32,630",Comedy
The Strangers,30-May-08,Focus Features,R,"$52,597,610 ","7,325,572",Thriller/Suspense
Stuck,30-May-08,ThinkFilm,R,"$67,505 ","9,401",Thriller/Suspense
Kung Fu Panda,6-Jun-08,Paramount Pictures,PG,"$215,434,591 ","30,004,818",Adventure
Solar Flare,6-Jun-08,Regent Releasing,PG-13,"$4,098 ",570,Adventure
You Don't Mess With the Zohan,6-Jun-08,Sony Pictures,PG-13,"$100,018,837 ","13,930,200",Comedy
The Promotion,6-Jun-08,Weinstein Co.,R,"$406,252 ","56,581",Comedy
99 francs,6-Jun-08,,Not Rated,"$79,477 ","11,069",Comedy
Miss Conception,6-Jun-08,First Look,R,"$1,503 ",209,Comedy
Mongol,6-Jun-08,Picturehouse,R,"$5,705,761 ","794,674",Drama
And When Did You Last See Y…,6-Jun-08,Sony Pictures Cla…,PG-13,"$1,071,240 ","149,197",Drama
Sarkar Raj,6-Jun-08,Eros Entertainment,Not Rated,"$1,009,065 ","140,538",Drama
Le fils de l'épicier,6-Jun-08,Film Movement,Not Rated,"$276,454 ","38,503",Drama
Take Out,6-Jun-08,CAVU Releasing,Not Rated,"$69,816 ","9,723",Drama
The Go-Getter,6-Jun-08,Peace Arch Releasing,R,"$11,931 ","1,661",Drama
Polar Opposites,6-Jun-08,Regent Releasing,PG-13,"$2,377 ",331,Drama
13 Months of Sunshine,6-Jun-08,,Not Rated,"$2,237 ",311,Drama
La terza madre,6-Jun-08,Mitropoulos Films,Not Rated,"$54,947 ","7,652",Horror
La terza madre,6-Jun-08,Mitropoulos Films,Not Rated,"$54,947 ","7,652",Horror
La terza madre,6-Jun-08,Mitropoulos Films,Not Rated,"$54,947 ","7,652",Horror
The Incredible Hulk,13-Jun-08,Universal,PG-13,"$134,806,913 ","18,775,336",Adventure
Mere Baap Pehle Aap,13-Jun-08,Shemaroo Entertai…,Not Rated,"$113,576 ","15,818",Comedy
Kráska v nesnázich,13-Jun-08,Menemsha Entertai…,Not Rated,"$38,928 ","5,421",Comedy
Baghead,13-Jun-08,Sony Pictures Cla…,R,"$140,016 ","19,500",Drama
Love Comes Lately,13-Jun-08,Kino International,Not Rated,"$76,872 ","10,706",Drama
Quid Pro Quo,13-Jun-08,Magnolia Pictures,R,"$11,864 ","1,652",Drama
Love Comes Lately,13-Jun-08,Kino International,Not Rated,"$1,207 ",160,Drama
The Happening,13-Jun-08,20th Century Fox,R,"$64,506,874 ","8,984,244",Thriller/Suspense
Get Smart,20-Jun-08,Warner Bros.,PG-13,"$130,319,208 ","18,150,308",Comedy
The Love Guru,20-Jun-08,Paramount Pictures,PG-13,"$32,235,793 ","4,489,665",Comedy
Expired,20-Jun-08,MCR Releasing,Not Rated,"$21,489 ","2,992",Comedy
Kit Kittredge: An American …,20-Jun-08,Picturehouse,G,"$17,657,973 ","2,459,327",Drama
Brick Lane,20-Jun-08,Sony Pictures Cla…,PG-13,"$1,094,998 ","152,506",Drama
Full Grown Men,25-Jun-08,Emerging Pictures,Not Rated,"$13,716 ","1,910",Comedy
Wanted,27-Jun-08,Universal,R,"$134,508,551 ","18,733,781",Action
WALL-E,27-Jun-08,Walt Disney,G,"$223,806,889 ","31,170,876",Adventure
WALL-E,27-Jun-08,Walt Disney,G,"$1,275 ",170,Adventure
Cruising Bar 2,27-Jun-08,,Not Rated,"$3,579,013 ","498,469",Comedy
Finding Amanda,27-Jun-08,Magnolia Pictures,R,"$57,297 ","7,980",Comedy
Une vieille maîtresse,27-Jun-08,IFC Films,Not Rated,"$785,671 ","109,424",Drama
Thoda Pyaar Thoda Magic,27-Jun-08,Yash Raj Films,Not Rated,"$335,874 ","46,779",Drama
Red Roses and Petrol,27-Jun-08,World Wide Motion…,R,"$6,000 ",835,Drama
Hancock,1-Jul-08,Sony Pictures,PG-13,"$227,946,274 ","31,747,391",Action
The Wackness,3-Jul-08,Sony Pictures Cla…,R,"$2,077,046 ","289,282",Comedy
Jaane Tu Ya Jaane Na,3-Jul-08,UTV Communications,Not Rated,"$600,922 ","83,693",Comedy
Astérix aux Jeux Olympiques,4-Jul-08,,Not Rated,"$999,811 ","139,249",Adventure
Kabluey,4-Jul-08,Regent Releasing,PG-13,"$83,506 ","11,630",Comedy
Diminished Capacity,4-Jul-08,IFC Films,Not Rated,"$21,291 ","2,965",Comedy
Holding Trevor,4-Jul-08,Regent Releasing,R,"$16,814 ","2,341",Drama
Ne le dis à personne,4-Jul-08,Music Box Films,Not Rated,"$6,137,968 ","854,870",Thriller/Suspense
Ne le dis � personne,4-Jul-08,Music Box Films,Not Rated,"$60,915 ","8,122",Thriller/Suspense
Hellboy II: The Golden Army,11-Jul-08,Universal,PG-13,"$75,986,503 ","10,583,078",Action
Journey to the Center of th…,11-Jul-08,Warner Bros.,PG,"$101,704,370 ","14,164,954",Adventure
Meet Dave,11-Jul-08,20th Century Fox,PG,"$11,803,254 ","1,643,907",Adventure
Kenny,11-Jul-08,Arcangelo Enterta…,PG-13,"$69,221 ","9,640",Comedy
Harold,11-Jul-08,City Lights Pictures,PG-13,"$13,229 ","1,842",Comedy
The Stone Angel,11-Jul-08,Vivendi Entertain…,R,"$75,139 ","10,465",Drama
Garden Party,11-Jul-08,Roadside Attractions,Not Rated,"$21,886 ","3,048",Drama
Ripple Effect,11-Jul-08,Monterey Media,R,"$14,059 ","1,958",Drama
August,11-Jul-08,First Look,R,"$12,636 ","1,759",Drama
Death Defying Acts,11-Jul-08,Weinstein Co.,PG,"$3,561 ",495,Drama
Murder.com,11-Jul-08,Regent Releasing,R,"$2,070 ",288,Thriller/Suspense
The Dark Knight,18-Jul-08,Warner Bros.,PG-13,"$531,001,578 ","73,955,652",Action
The Dark Knight,18-Jul-08,Warner Bros.,PG-13,"$2,343,780 ","312,504",Action
The Dark Knight,18-Jul-08,Warner Bros.,PG-13,"$375,589 ","41,228",Action
Space Chimps,18-Jul-08,20th Century Fox,G,"$30,105,968 ","4,193,032",Adventure
Avant que j'oublie,18-Jul-08,Strand,Not Rated,"$25,209 ","3,511",Drama
Take,18-Jul-08,Liberation Entert…,R,"$6,627 ",922,Drama
Wonderful Town,18-Jul-08,Kino International,Not Rated,"$3,239 ",451,Drama
Disfigured,18-Jul-08,Cinema Libre,Not Rated,$586 ,81,Drama
Human Condition Trilogy,18-Jul-08,Janus Films,Not Rated,"$54,828 ","7,310",Drama
Transsiberian,18-Jul-08,First Look,R,"$2,203,641 ","306,913",Thriller/Suspense
San taam,18-Jul-08,IFC Films,Not Rated,"$4,629 ",644,Thriller/Suspense
"On the Other Hand, Death: A…",18-Jul-08,Regent Releasing,R,"$2,892 ",402,Thriller/Suspense
Boy A,23-Jul-08,Weinstein Co.,R,"$113,662 ","15,830",Drama
The X-Files: I Want to Believe,25-Jul-08,20th Century Fox,PG-13,"$20,982,478 ","2,922,351",Action
Mission Istaanbul,25-Jul-08,Raja Cinema,Not Rated,"$29,269 ","4,076",Adventure
Step Brothers,25-Jul-08,Sony Pictures,R,"$100,468,793 ","13,992,868",Comedy
Bienvenue chez les Ch'tis,25-Jul-08,,Not Rated,"$1,477,650 ","205,800",Comedy
Brideshead Revisited,25-Jul-08,Miramax,PG-13,"$6,432,256 ","895,857",Drama
Huhwihaji anha,25-Jul-08,Regent Releasing,R,"$15,347 ","2,137",Drama
The Mummy: Tomb of the Drag…,1-Aug-08,Universal,PG-13,"$102,491,776 ","14,274,621",Adventure
Swing Vote,1-Aug-08,Walt Disney,PG-13,"$16,289,867 ","2,268,783",Comedy
Sixty Six,1-Aug-08,First Independent…,PG-13,"$223,526 ","31,131",Comedy
Ugly aur Pagli,1-Aug-08,Shemaroo Entertai…,Not Rated,"$7,362 ","1,025",Comedy
Sixty Six,1-Aug-08,First Independent…,PG-13,"$1,088 ",145,Comedy
Frozen River,1-Aug-08,Sony Pictures Cla…,R,"$2,309,148 ","321,608",Drama
Un été sans point ni coup s…,1-Aug-08,,Not Rated,"$712,036 ","99,169",Drama
La Graine et le Mulet,1-Aug-08,,Not Rated,"$203,490 ","28,341",Drama
In Search of a Midnight Kiss,1-Aug-08,IFC First Take,Not Rated,"$172,177 ","23,980",Drama
Frozen River,1-Aug-08,Sony Pictures Cla…,R,"$202,328 ","26,977",Drama
Midnight Meat Train,1-Aug-08,Lionsgate,R,"$73,548 ","10,243",Thriller/Suspense
The Sisterhood of the Trave…,6-Aug-08,Warner Bros.,PG-13,"$44,089,964 ","6,140,664",Adventure
Pineapple Express,6-Aug-08,Sony Pictures,R,"$87,341,380 ","12,164,537",Comedy
Bottle Shock,6-Aug-08,Freestyle Releasing,PG-13,"$4,078,607 ","568,051",Drama
Singh is Kinng,8-Aug-08,Studio 18,Not Rated,"$2,523,511 ","351,463",Action
Hell Ride,8-Aug-08,Weinstein Co.,R,"$213,608 ","29,750",Action
Beer for My Horses,8-Aug-08,Roadside Attractions,PG-13,"$666,045 ","92,763",Comedy
Elegy,8-Aug-08,Samuel Goldwyn Films,R,"$3,577,210 ","498,218",Drama
What We Do Is Secret,8-Aug-08,,R,"$58,776 ","8,186",Drama
Red,8-Aug-08,Magnolia Pictures,Not Rated,"$4,643 ",646,Thriller/Suspense
Tropic Thunder,13-Aug-08,Paramount Pictures,R,"$110,515,313 ","15,392,105",Comedy
Talento de Barrio,14-Aug-08,Maya Releasing,R,"$1,667,294 ","232,213",Drama
The Rise and Fall of Miss T…,14-Aug-08,Lavender House Films,Not Rated,$401 ,55,Drama
Star Wars: The Clone Wars,15-Aug-08,Warner Bros.,PG,"$35,161,554 ","4,897,152",Adventure
Fly Me To the Moon,15-Aug-08,Summit Entertainment,G,"$12,564,415 ","1,749,918",Adventure
The Flyboys,15-Aug-08,Self Distributed,PG-13,"$144,110 ","20,071",Adventure
Fly Me To the Moon,15-Aug-08,Summit Entertainment,G,"$1,979,528 ","263,937",Adventure
Vicky Cristina Barcelona,15-Aug-08,MGM,PG-13,"$22,830,692 ","3,179,762",Comedy
Henry Poole Is Here,15-Aug-08,Overture Films,PG,"$1,835,293 ","255,611",Comedy
God Tussi Great Ho,15-Aug-08,Eros Entertainment,Not Rated,"$121,432 ","16,912",Comedy
